m2_gross,m2_net,oda_sayisi,bina_yasi,bulundugu_kat,kat_sayisi,banyo_sayisi,balkon,asansor,esyali_mi,krediye_uygun,otopark,fiyat,ilce_Arnavutköy,ilce_Ataşehir,ilce_Avcılar,ilce_Bahçelievler,ilce_Bakırköy,ilce_Bayrampaşa,ilce_Bağcılar,ilce_Başakşehir,ilce_Beykoz,ilce_Beylikdüzü,ilce_Beyoğlu,ilce_Beşiktaş,ilce_Büyükçekmece,ilce_Esenler,ilce_Esenyurt,ilce_Eyüpsultan,ilce_Fatih,ilce_Gaziosmanpaşa,ilce_Güngören,ilce_Kadıköy,ilce_Kartal,ilce_Kağıthane,ilce_Küçükçekmece,ilce_Maltepe,ilce_Pendik,ilce_Sancaktepe,ilce_Sarıyer,ilce_Silivri,ilce_Sultanbeyli,ilce_Sultangazi,ilce_Tuzla,ilce_Zeytinburnu,ilce_Çatalca,ilce_Çekmeköy,ilce_Ümraniye,ilce_Üsküdar,ilce_Şile,ilce_Şişli,kullanim_durumu_Property owner,kullanim_durumu_Tenant,isitma_tipi_Klima/Elektrikli,isitma_tipi_Kombi,isitma_tipi_Merkezi Sistem,isitma_tipi_Soba/Yok,isitma_tipi_Yerden Isıtma
125,115.0,4.0,28.0,0.0,4.0,1.0,1.0,0,0.0,1.0,0,1200000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
100,95.0,3.0,0.0,6.0,13.0,2.0,1.0,1,0.0,1.0,1,420000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
100,90.0,3.0,0.0,2.0,3.0,1.0,1.0,1,0.0,1.0,0,335000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
70,55.0,2.0,7.5,14.0,26.0,1.0,1.0,0,0.0,1.0,0,310000.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
123,85.0,3.0,4.0,16.0,35.0,2.0,1.0,0,0.0,1.0,1,535000.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
85,80.0,3.0,4.0,0.0,3.0,1.0,0.0,0,0.0,1.0,0,139500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
200,180.0,3.0,35.0,4.0,4.0,3.0,1.0,1,0.0,1.0,0,4200000.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
145,140.0,4.0,0.0,2.0,6.0,2.0,1.0,1,0.0,1.0,0,255000.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
140,130.0,4.0,35.0,3.0,3.0,1.0,1.0,0,0.0,1.0,0,1500000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
110,100.0,4.0,23.0,4.0,4.0,1.0,1.0,0,0.0,1.0,0,500000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
260,200.0,5.0,0.0,10.0,10.0,3.0,1.0,1,0.0,1.0,1,2750000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
180,170.0,6.0,13.0,3.0,4.0,2.0,1.0,0,0.0,1.0,0,565000.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
85,75.0,3.0,1.0,2.0,3.0,1.0,1.0,0,0.0,1.0,0,370000.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
95,85.0,3.0,0.0,1.0,5.0,2.0,1.0,1,0.0,1.0,0,440000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
110,90.0,3.0,3.0,4.0,4.0,1.0,1.0,1,0.0,1.0,1,355000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
220,200.0,5.0,4.0,5.0,5.0,2.0,1.0,0,0.0,1.0,0,470000.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
75,70.0,3.0,0.0,1.0,3.0,1.0,1.0,0,0.0,1.0,0,235000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
105,95.0,3.0,0.0,2.0,5.0,2.0,1.0,1,0.0,0.0,1,155000.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
140,130.0,4.0,13.0,0.0,5.0,2.0,1.0,0,0.0,1.0,1,850000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
85,70.0,3.0,1.0,0.0,4.0,1.0,0.0,0,0.0,1.0,0,245000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
89,85.0,3.0,7.5,0.0,5.0,1.0,0.0,0,0.0,0.0,0,163000.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
145,130.0,4.0,23.0,3.0,4.0,1.0,1.0,0,0.0,1.0,0,460000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
240,220.0,7.0,0.0,35.0,5.0,2.0,1.0,0,0.0,1.0,0,420000.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
200,200.0,2.0,1.0,2.0,7.0,2.0,1.0,0,0.0,0.0,0,3000000.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
90,80.0,3.0,0.0,3.0,12.0,1.0,1.0,1,0.0,1.0,1,350000.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
95,90.0,3.0,13.0,0.0,5.0,1.0,1.0,0,0.0,0.0,0,280000.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
85,80.0,3.0,23.0,1.0,4.0,1.0,0.0,0,0.0,0.0,0,240000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
135,125.0,4.0,1.0,3.0,3.0,2.0,1.0,0,0.0,1.0,0,310000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
120,110.0,3.0,13.0,3.0,5.0,1.0,1.0,1,0.0,1.0,0,1300000.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
160,140.0,4.0,3.0,3.0,5.0,2.0,1.0,0,0.0,1.0,0,449000.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
102,88.0,3.0,0.0,0.0,5.0,1.0,0.0,1,0.0,1.0,0,290000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
160,135.0,5.0,23.0,4.0,5.0,2.0,1.0,0,0.0,1.0,0,420000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
125,120.0,4.0,7.5,4.0,5.0,1.0,1.0,0,0.0,1.0,0,400000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
70,65.0,3.0,3.0,5.0,11.0,1.0,1.0,1,0.0,1.0,1,375000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
110,100.0,3.0,23.0,0.0,5.0,1.0,1.0,0,0.0,0.0,0,122000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
120,115.0,4.0,0.0,3.0,4.0,1.0,1.0,1,0.0,1.0,0,425000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
65,50.0,3.0,2.0,0.0,5.0,1.0,0.0,0,0.0,1.0,1,155000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
95,80.0,3.0,7.5,0.0,4.0,1.0,0.0,0,0.0,1.0,0,285000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
64,50.0,2.0,2.0,1.0,9.0,1.0,1.0,1,1.0,1.0,0,259999.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
60,46.0,2.0,4.0,11.0,11.0,1.0,0.0,1,0.0,1.0,1,215000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
180,135.0,4.0,0.0,9.0,14.0,2.0,1.0,1,0.0,1.0,1,2000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
90,80.0,3.0,7.5,0.0,6.0,0.0,1.0,0,0.0,0.0,1,172000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
203,203.0,5.0,3.0,11.0,29.0,2.0,1.0,0,0.0,1.0,0,1790000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
55,35.0,2.0,1.0,24.0,24.0,1.0,0.0,0,0.0,0.0,0,420000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
73,55.0,2.0,2.0,2.0,6.0,1.0,1.0,0,1.0,1.0,0,290000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
95,95.0,3.0,0.0,3.0,5.0,1.0,1.0,1,0.0,1.0,0,349000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
100,98.0,3.0,35.0,0.0,7.0,1.0,1.0,0,0.0,1.0,0,575000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
170,150.0,5.0,7.5,5.0,5.0,2.0,1.0,1,0.0,1.0,0,285000.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
65,60.0,2.0,0.0,3.0,7.0,1.0,0.0,0,0.0,1.0,0,575000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
130,120.0,3.0,0.0,3.0,4.0,1.0,1.0,1,0.0,1.0,0,305000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
125,115.0,4.0,0.0,0.0,5.0,1.0,1.0,0,0.0,1.0,0,360000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
161,130.0,4.0,1.0,7.0,22.0,2.0,1.0,1,0.0,1.0,0,900000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
90,80.0,3.0,18.0,3.0,5.0,1.0,1.0,0,0.0,1.0,0,430000.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
65,55.0,3.0,23.0,2.0,4.0,1.0,0.0,0,0.0,0.0,0,250000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
210,200.0,6.0,0.0,5.0,5.0,2.0,1.0,1,0.0,1.0,0,575000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
100,100.0,3.0,35.0,5.0,5.0,1.0,1.0,0,0.0,1.0,0,565000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
140,135.0,4.0,1.0,4.0,5.0,2.0,1.0,1,0.0,1.0,0,335000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
110,100.0,3.0,0.0,-2.0,5.0,1.0,1.0,1,0.0,1.0,1,141000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
145,130.0,4.0,18.0,3.0,5.0,1.0,1.0,0,0.0,1.0,0,550000.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
100,85.0,3.0,13.0,-1.0,5.0,1.0,1.0,1,0.0,1.0,0,270000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
220,200.0,6.0,1.0,3.0,3.0,2.0,1.0,0,0.0,1.0,0,360000.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
85,85.0,4.0,18.0,3.0,5.0,1.0,0.0,0,0.0,1.0,0,216000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
250,240.0,5.0,13.0,0.0,5.0,2.0,1.0,0,1.0,1.0,0,3750000.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
90,80.0,3.0,0.0,8.0,8.0,2.0,1.0,1,0.0,1.0,0,425000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
100,80.0,3.0,3.0,2.0,14.0,1.0,0.0,1,0.0,1.0,1,455000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
161,105.0,4.0,2.0,9.0,10.0,2.0,1.0,1,0.0,1.0,1,730000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
95,80.0,3.0,0.0,1.0,13.0,1.0,1.0,0,0.0,1.0,0,290000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
140,120.0,4.0,0.0,2.0,5.0,2.0,1.0,1,0.0,1.0,1,373000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
70,65.0,2.0,18.0,0.0,7.0,1.0,0.0,0,0.0,0.0,0,110000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
110,100.0,3.0,13.0,2.0,9.0,1.0,1.0,0,0.0,1.0,0,360000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
130,110.0,4.0,7.5,3.0,3.0,1.0,1.0,0,0.0,0.0,0,340000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
90,80.0,3.0,13.0,4.0,5.0,1.0,1.0,0,0.0,1.0,0,320000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
115,110.0,3.0,3.0,1.0,4.0,1.0,0.0,1,0.0,1.0,1,199000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
95,95.0,3.0,13.0,0.0,4.0,2.0,0.0,0,0.0,1.0,0,299000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
140,120.0,4.0,28.0,4.0,4.0,1.0,1.0,0,0.0,1.0,0,630000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
168,140.0,5.0,0.0,6.0,6.0,3.0,1.0,1,1.0,1.0,0,695000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
260,220.0,6.0,28.0,3.0,3.0,1.0,1.0,1,0.0,1.0,1,2500000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
280,250.0,5.0,23.0,3.0,4.0,2.0,1.0,0,0.0,1.0,1,8300000.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
85,80.0,3.0,7.5,3.0,6.0,1.0,1.0,1,1.0,1.0,1,450000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
70,65.0,2.0,1.0,0.0,4.0,1.0,1.0,0,0.0,1.0,0,450000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
62,56.0,2.0,3.0,8.0,19.0,1.0,0.0,1,0.0,1.0,1,375000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
340,275.0,6.0,0.0,8.0,8.0,5.0,1.0,1,1.0,0.0,1,8500000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
70,66.0,3.0,3.0,-1.0,4.0,1.0,0.0,0,0.0,1.0,0,370000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
120,110.0,4.0,28.0,2.0,6.0,1.0,1.0,1,0.0,1.0,0,430000.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
285,250.0,7.0,7.5,35.0,3.0,3.0,1.0,1,0.0,1.0,0,1050000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
110,95.0,3.0,0.0,4.0,6.0,2.0,1.0,1,0.0,1.0,1,141000.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
125,115.0,4.0,4.0,5.0,5.0,1.0,0.0,1,0.0,1.0,0,570000.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
160,150.0,4.0,2.0,3.0,3.0,2.0,1.0,0,0.0,1.0,0,525000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
114,100.0,3.0,3.0,1.0,10.0,1.0,1.0,1,1.0,1.0,1,350000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
130,115.0,3.0,0.0,2.0,5.0,2.0,1.0,1,0.0,1.0,1,409000.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
95,85.0,3.0,23.0,5.0,8.0,1.0,1.0,0,0.0,1.0,1,600000.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
75,70.0,3.0,28.0,3.0,4.0,1.0,1.0,0,0.0,0.0,0,160000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
110,110.0,3.0,23.0,2.0,3.0,1.0,1.0,0,0.0,1.0,0,563000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
107,107.0,4.0,0.0,2.0,3.0,1.0,1.0,0,0.0,1.0,0,310000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
85,70.0,3.0,0.0,-2.0,4.0,1.0,1.0,1,0.0,1.0,0,255000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
80,75.0,3.0,23.0,5.0,5.0,1.0,1.0,0,0.0,1.0,0,480000.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
140,130.0,5.0,4.0,3.0,4.0,2.0,1.0,0,0.0,1.0,0,369000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
